review_priority,risk_score,id,name,coordinate_status,compass_eligible,longitude,latitude,booth_location,map_ref,baseline_change_m,verification_distance_m,issue_codes
low,5,5177.1,Auntie M's Gluten Free,unverified,false,-93.173444394872,44.977904475598,"South side of Judson Ave. between Nelson & Underwood streets, just west of Adventure Park",,0.0,,no_independent_verification
low,5,1899.1,Australian Battered Potatoes,unverified,false,-93.172825984828,44.977903913226,South side of Judson Ave. between Nelson & Underwood streets,,0.0,,no_independent_verification
low,5,5146.1,BABA'S,unverified,false,-93.170261260507,44.986224484458,East side of Underwood St. between Murphy & Lee avenues,,0.0,,no_independent_verification
low,5,6041.1,Bandstand Concessions,unverified,false,-93.171914135256,44.982716512152,Inside the Grandstand Concert Venue,,0.0,,no_independent_verification
low,5,1783.1,Big Dog Corndogs,unverified,false,-93.169663734271,44.98368117601,Northeast corner of Randall Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,1783.2,Big Dog Corndogs,unverified,false,-93.169851372185,44.979507210913,West side of Underwood St. between Carnes & Judson avenues,,0.0,,no_independent_verification
low,5,1952.1,Big Fat Bacon,unverified,false,-93.171573995513,44.981519734656,South side of Dan Patch Ave. between Nelson & Underwood streets,,0.0,,no_independent_verification
low,5,212.1,Blue Moon Dine-In Theater,unverified,false,-93.174192433654,44.980003622913,Northeast corner of Carnes Ave. & Chambers St.,,0.0,,no_independent_verification
low,5,5733.4,Bridge N' Barrel Root Beer,unverified,false,-93.169963108974,44.978246295807,Northwest corner of Judson Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,1996.1,Bridgeman's Ice Cream,unverified,false,-93.174268923397,44.977853141634,Northeast corner of Judson Ave. & Liggett St.,,0.0,,no_independent_verification
low,5,1887.1,"Caramel Apples, Cotton Candy, Sno Kones",unverified,false,-93.170136053846,44.984202172662,South side of Randall Ave. between Underwood & Cooper streets,,0.0,,no_independent_verification
low,5,12335.1,Carl's Gizmo,unverified,false,-93.170916854487,44.982148034092,South side of Dan Patch Ave. between Underwood & Cooper streets,,0.0,,no_independent_verification
low,5,7099.1,Carousel BBQ,unverified,false,-93.173642522436,44.981481246095,West side of Chambers St. between West Dan Patch & Carnes avenues,,0.0,,no_independent_verification
low,5,2067.1,Charcoal Hut,unverified,false,-93.167829660897,44.978123375073,"East side of Judson Ave. between Underwood & Cooper streets, next to the International Bazaar",,0.0,,no_independent_verification
low,5,2075.1,Chicago Dogs,unverified,false,-93.168612794231,44.981597695379,"In The Garden, east wall",,0.0,,no_independent_verification
low,5,2770.2,Dairy Goodness,unverified,false,-93.17219856859,44.978501593112,"In the Dairy Building, south wall",,0.0,,no_independent_verification
low,5,2198.1,Demetri's Fine Greek Foods,unverified,false,-93.173247925962,44.981598484538,East side of Nelson St. between Dan Patch & Carnes avenues,,0.0,,no_independent_verification
low,5,1457.1,Dino's Gyros,unverified,false,-93.169875159743,44.979280658417,North side of Carnes Ave. between Nelson & Underwood streets,,0.0,,no_independent_verification
low,5,10312.2,El Burrito Mercado,unverified,false,-93.170365644872,44.978780620001,"At the International Bazaar, south wall",,0.0,,no_independent_verification
low,5,2279.1,Falafel King,unverified,false,-93.168558812196,44.979665484248,"In the Food Building, south wall",,0.0,,no_independent_verification
low,5,2305.1,Fish & Chips Seafood Shoppe,unverified,false,-93.169042549749,44.979517023891,"In the Food Building, northwest section",,0.0,,no_independent_verification
low,5,228.1,Flowering Onions,unverified,false,-93.171675476923,44.978488860759,South side of Judson Ave. between Nelson & Underwood streets,,0.0,,no_independent_verification
low,5,2340.2,Fresh French Fries,unverified,false,-93.1721257136,44.978316157072,North side of Judson Ave. between Nelson & Underwood streets,,0.0,,no_independent_verification
low,5,217.1,Fresh Made Nut Rolls,unverified,false,-93.170194551923,44.98128171223,Northeast corner of Dan Patch Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,2342.1,Fried Olives On A Stick,unverified,false,-93.172095979487,44.979873904664,West of Nelson St. just south of the Grandstand,,0.0,,no_independent_verification
low,5,2359.1,Funnel Cakes,unverified,false,-93.168488389744,44.979733291983,"In the Food Building, east wall",,0.0,,no_independent_verification
low,5,5754.3,Funnel Cakes & Elephant Ears,unverified,false,-93.169593,44.9844182,South side of Randall Ave. between Underwood & Cooper streets,2643-2473,,,no_independent_verification
low,5,2196.1,Galaxy of Drinks,unverified,false,-93.174524839665,44.978939895317,"West side of Liggett St., just south of Mighty Midway",,0.0,,no_independent_verification
low,5,3255.1,German Root Beer and Popcorn,unverified,false,-93.173291870833,44.980101155612,East of Chambers St. just south of the Grandstand,,0.0,,no_independent_verification
low,5,10990.1,Gopher Dairy Bar,unverified,false,-93.175169678205,44.977633622529,South side of Judson Ave. between Stevens & Liggett streets,,0.0,,no_independent_verification
low,5,2415.1,Grandstand Mini Donuts,unverified,false,-93.173735225,44.980887294964,"East of Chambers St., just south of the Grandstand",,0.0,,no_independent_verification
low,5,11704.1,Granny's Apples + Lemonade,unverified,false,-93.171167395513,44.979968400415,"In the Food Building, west wall",,0.0,,no_independent_verification
low,5,10347.1,Greater Tater,unverified,false,-93.174356814744,44.979828821699,"West side of Liggett St. between Carnes & Judson avenues, outside the Horse Barn",,0.0,,no_independent_verification
low,5,3684.1,Hamline Church Dining Hall,unverified,false,-93.171184948734,44.981891755542,North side of Dan Patch Ave. between Underwood & Cooper streets,,0.0,,no_independent_verification
low,5,3689.1,Holy Land,unverified,false,-93.169975545513,44.977496471968,"At the International Bazaar, southeast corner",,0.0,,no_independent_verification
low,5,13242.1,Iemochi Japanese Confections,unverified,false,-93.167999911538,44.977307,"At the International Bazaar, south wall",,0.0,,no_independent_verification
low,5,2569.1,iPierogi,unverified,false,-93.169815853846,44.980213683453,"In the Food Building, south wall",,0.0,,no_independent_verification
low,5,2565.1,Italian Junction,unverified,false,-93.170213842308,44.981851273805,South side of Dan Patch Ave. between Nelson & Underwood streets,,0.0,,no_independent_verification
low,5,2582.1,Java Jive,unverified,false,-93.173462025,44.981376986843,South side of West Dan Patch Ave. between Liggett & Chambers streets,,0.0,,no_independent_verification
low,5,4847.1,JJ Vescio's,unverified,false,-93.172586574359,44.980107249401,"East of Chambers St., just south of the Grandstand",,0.0,,no_independent_verification
low,5,3695.1,JonnyPops,unverified,false,-93.176282873718,44.981753212453,"At West End Market, center section",,0.0,,no_independent_verification
low,5,2604.1,Juanita's Fajitas,unverified,false,-93.17403971859,44.980561950742,"West of Nelson St., just south of the Grandstand",,0.0,,no_independent_verification
low,5,2122.2,Kathie's Cotton Candy,unverified,false,-93.172717473718,44.981754491023,"West of Nelson St., just south of the Grandstand",,0.0,,no_independent_verification
low,5,3986.1,Key Lime Pie Bar,unverified,false,-93.168567477564,44.980970670944,"West side of Cooper St., just north of the Agriculture Horticulture Building",,0.0,,no_independent_verification
low,5,11408.1,Kiwanis Malts,unverified,false,-93.168753580128,44.983132662519,East side of Cosgrove St. between the Fine Arts Center & 4-H Building,,0.0,,no_independent_verification
low,5,3699.1,Kora & Mila's Cookie Dough,unverified,false,-93.168000873718,44.981982605872,South side of Dan Patch Ave. between Cooper & Cosgrove streets,,0.0,,no_independent_verification
low,5,10432.1,Kosharina Egyptian Cuisine,unverified,false,-93.173359,44.980671,Located south of the Grandstand Building under the Grandstand Ramp,,0.0,,no_independent_verification
low,5,241.1,Leimon's Pizzeria,unverified,false,-93.175851257692,44.979704892994,At Mighty Midway,,0.0,,no_independent_verification
low,5,5171.1,Libby's Ice Cream & Co.,unverified,false,-93.174187344299,44.981594712132,"Located south of the Grandstand Building, under the Grandstand Ramp",,0.0,,no_independent_verification
low,5,2681.1,Libby's Soft Serve 16 Flavors,unverified,false,-93.167894653846,44.982555949367,East side of Cosgrove St. outside the Education Building,,0.0,,no_independent_verification
low,5,3477.1,Licorice Ropes,unverified,false,-93.172642234615,44.981200253165,"In the Grandstand, lower level, east section",,0.0,,no_independent_verification
low,5,2708.1,Luigi Fries,unverified,false,-93.17245278335,44.980102213089,Northeast corner of Carnes Ave. & Nelson St.,,0.0,,no_independent_verification
low,5,1416.1,LuLu's Public House,unverified,false,-93.176600235256,44.980406672759,"At West End Market, south of Schilling Amphitheater",,0.0,,no_independent_verification
low,5,9067.1,Lumpia City,unverified,false,-93.174125542455,44.979857085169,West side of Liggett St. between Carnes & Judson avenues,,0.0,,no_independent_verification
low,5,2673.1,Luther Auto Pit Stop,unverified,false,-93.169006117308,44.979987669065,"East side of Cooper St. between Dan Patch and Judson avenues, just south of the Bandshell",,0.0,,no_independent_verification
low,5,2719.1,Lynn's Lefse,unverified,false,-93.168827331879,44.97908187514,"In the Food Building, south wall",,0.0,,no_independent_verification
low,5,2727.1,Mac's Grille,unverified,false,-93.169814006238,44.980146708644,"In the Food Building, south wall",,0.0,,no_independent_verification
low,5,2737.1,Manny's Tortas,unverified,false,-93.17093205641,44.979793268332,"In the Food Building, northeast section",,0.0,,no_independent_verification
low,5,2743.1,Mario's,unverified,false,-93.168750476282,44.980849972001,"In the Food Building, northwest section",,0.0,,no_independent_verification
low,5,2758.1,Mexican Hat,unverified,false,-93.175460028846,44.981503695768,"East of Chambers St., just south of the Grandstand",,0.0,,no_independent_verification
low,5,2764.2,Midtown Global Market's El Taco Torro,unverified,false,-93.169702040007,44.979363825076,"In the Taste of the Midtown Global Market booth at the International Bazaar, east wall",,0.0,,no_independent_verification
low,5,2764.1,Midtown Global Market's Irie Jamaican Express,unverified,false,-93.169753322058,44.979219680932,"In the Taste of the Midtown Global Market booth at the International Bazaar, east wall",,0.0,,no_independent_verification
low,5,10877.1,Midway Mens Club,unverified,false,-93.170812558333,44.981096432562,"East side of Underwood St. between Wright & Dan Patch avenues, next to Visitors Plaza",,0.0,,no_independent_verification
low,5,2780.1,Mini Melts/Wonder Bar,unverified,false,-93.169058457692,44.98373886076,"East side of Cooper St. between Randall & Wright avenues, at Family Fair at Baldwin Park",,0.0,,no_independent_verification
low,5,3718.1,Minnekabob,unverified,false,-93.169270224359,44.982066807311,South side of Dan Patch Ave. between Underwood & Cooper streets,,0.0,,no_independent_verification
low,5,2784.1,Minnesnowii Shave Ice,unverified,false,-93.172362059615,44.980554920863,West side of Nelson St. between Dan Patch & Carnes avenues,,0.0,,no_independent_verification
low,5,2838.1,Minnesota Apples,unverified,false,-93.169707068199,44.979031908512,"In the Agriculture Horticulture Building, south side",,0.0,,no_independent_verification
low,5,2649.1,Minnesota Craft Brewers Guild,unverified,false,-93.169644785256,44.980053087692,"In the Agriculture Horticulture Building, west side",,0.0,,no_independent_verification
low,5,2878.1,Minnesota Farmers Union Coffee Shop,unverified,false,-93.167959742308,44.981882862356,North side of Dan Patch Ave. between Cooper & Cosgrove streets,,0.0,,no_independent_verification
low,5,2886.1,Minnesota Honey Producers Association,unverified,false,-93.169711173077,44.979655294964,"In the Agriculture Horticulture Building, north side",,0.0,,no_independent_verification
low,5,4057.1,Mr. E's Drink Time,unverified,false,-93.171263940401,44.98115639984,"In the Food Building, south wall",,0.0,,no_independent_verification
low,5,5827.1,Nautical Bowls,unverified,false,-93.170665495513,44.980883033379,"In the Food Building, center section, north wall",,0.0,,no_independent_verification
low,5,2941.2,Netterfield's Popcorn Stand,unverified,false,-93.169301686538,44.980337769784,West side of Cooper St. between Dan Patch & Judson avenues,,0.0,,no_independent_verification
low,5,2953.1,Nitro Ice Cream,unverified,false,-93.168161214103,44.981420077127,"In the Food Building, northeast corner",,0.0,,no_independent_verification
low,5,3759.2,Ollie's Crab Fritters,unverified,false,-93.1705577,44.9838769,On the east side of Underwood St. between Murphy and Lee avenues,2501-2287,21.4,,no_independent_verification
low,5,2991.1,Oodles of Noodles,unverified,false,-93.168417624359,44.981174004926,"In the Food Building, east wall",,0.0,,no_independent_verification
low,5,3020.1,Panda Palace,unverified,false,-93.167854147436,44.977922785015,"At the International Bazaar, northeast corner",,0.0,,no_independent_verification
low,5,3030.1,Patio Grill,unverified,false,-93.173235129487,44.979696033755,East side of Nelson St. between Carnes & Judson avenues,,0.0,,no_independent_verification
low,5,246.1,Peters Hot Dogs,unverified,false,-93.171285353846,44.980748043943,"In the Food Building, west wall",,0.0,,no_independent_verification
low,5,3052.1,Peters Hot Dogs,unverified,false,-93.171735587179,44.981903989241,At Kidway,,0.0,,no_independent_verification
low,5,3079.2,Poncho Dogs,unverified,false,-93.167913463462,44.981518860458,South side of Dan Patch Ave. between Cooper & Cosgrove streets,,0.0,,no_independent_verification
low,5,3107.1,Pronto Pups,unverified,false,-93.172337428846,44.980368791367,West side of Nelson St. between Dan Patch & Carnes avenues,,0.0,,no_independent_verification
low,5,3109.1,Pronto Pups,unverified,false,-93.169612024359,44.982657899418,"East side of Underwood St. between Wright & Dan Patch avenues, outside Kidway",,0.0,,no_independent_verification
low,5,1416.2,Pryes Brewing Pavilion,unverified,false,-93.178766901923,44.980929195282,"At West End Market, south of Schilling Amphitheater",,0.0,,no_independent_verification
low,5,3759.1,Quesadilla Junction,unverified,false,-93.1705577,44.9838769,On the east side of Underwood St. between Murphy and Lee avenues,2501-2287,21.4,,no_independent_verification
low,5,2529.1,R&R Ice Cream,unverified,false,-93.170250894958,44.984328917877,Southeast corner of Randall Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,3131.1,Ragin Cajun,unverified,false,-93.170698641026,44.979889237085,"In The Garden, west wall",,0.0,,no_independent_verification
low,5,3217.1,RC's BBQ,unverified,false,-93.174342947358,44.981958086046,North side of West Dan Patch Ave. between Liggett & Chambers streets,,0.0,,no_independent_verification
low,5,5275.1,Richie's Cheese Curd Tacos,unverified,false,-93.173095059981,44.980933462565,West side of Chambers St. between West Dan Patch & Carnes avenues,,0.0,,no_independent_verification
low,5,3404.1,Root Beer Hut,unverified,false,-93.175346207692,44.979577540605,North side of Carnes Ave. between Chambers & Nelson streets,,0.0,,no_independent_verification
low,5,792.1,Rooted & Wild by Snack House,unverified,false,-93.173614572436,44.978486090997,"In the Lee & Rose Warner Coliseum, south side",,0.0,,no_independent_verification
low,5,3766.1,Route 66 Roadhouse Chicken,unverified,false,-93.170000584615,44.980345189873,"In the Food Building, northwest corner",,0.0,,no_independent_verification
low,5,792.2,Sabino's Pizza Pies,unverified,false,-93.175331005769,44.978838583576,"In the Lee & Rose Warner Coliseum, north side",,0.0,,no_independent_verification
low,5,10369.1,Sadies Classics Frozen Custard,unverified,false,-93.169973501012,44.979564451582,"West side of Underwood St., just north of Carnes Ave.",,0.0,,no_independent_verification
low,5,3231.1,Salem Lutheran Church Dining Hall,unverified,false,-93.169420294872,44.983817237799,"North side of Randall Ave., just south of the Progress Center",,0.0,,no_independent_verification
low,5,3235.1,San Felipe Tacos,unverified,false,-93.169450288462,44.98203281107,Southwest corner of Dan Patch Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,1288.1,Sara's Tipsy Pies,unverified,false,-93.169951323077,44.980479582734,"In the Food Building, northwest wall",,0.0,,no_independent_verification
low,5,9531.1,Saturday Dumpling Co.,unverified,false,-93.168427871154,44.979787928835,"In the Food Building, east wall",,0.0,,no_independent_verification
low,5,3247.1,Sausage by Cynthia,unverified,false,-93.17310056791,44.977866724026,North side of Judson Ave. between Nelson & Underwood streets,,0.0,,no_independent_verification
low,5,12916.1,Sausage Sister & Me,unverified,false,-93.169350244868,44.980420343544,"In the Food Building, east wall",,0.0,,no_independent_verification
low,5,5581.1,Smoothies,unverified,false,-93.1701963,44.9868911,East side of Underwood St. between Murphy & Lee avenues,3244-2327,8.1,,no_independent_verification
low,5,3332.1,Sonny's Fair Food,unverified,false,-93.168608849359,44.98116161706,"In the Food Building, northwest section",,0.0,,no_independent_verification
low,5,5799.1,Soul Bowl,unverified,false,-93.168502725641,44.979993824746,"In the Food Building, east wall",,0.0,,no_independent_verification
low,5,8073.1,SPAM,unverified,false,-93.17482836994,44.981684802222,"Located south of the Grandstand Building, under the Grandstand Ramp",,0.0,,no_independent_verification
low,5,5175.1,Spinning Wylde,unverified,false,-93.167733014103,44.982688331454,"Located north of Wright Ave. between Cooper & Cosgrove streets, at Family Fair at Baldwin Park",,0.0,,no_independent_verification
low,5,257.1,Steichen's Grocery & Deli,unverified,false,-93.174651815259,44.978967488752,"In the Commissary building, just north of the Sheep & Poultry Barn",,0.0,,no_independent_verification
low,5,3398.1,Summer Lakes Boat House,unverified,false,-93.170714876923,44.984197741007,Southwest corner of Randall Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,3412.1,Sweet & Sour USA,unverified,false,-93.175783639681,44.978339509055,"In the Lee & Rose Warner Coliseum, south wall",,0.0,,no_independent_verification
low,5,8535.1,Tasti Whip,unverified,false,-93.1708134,44.981263985612,Located on the northwest corner of Dan Patch Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,5581.2,Taulelle's Jurassic Corn Dogs,unverified,false,-93.1701963,44.9868911,East side of Underwood St. between Murphy & Lee avenues,3244-2327,8.1,,no_independent_verification
low,5,3436.1,Tejas Express,unverified,false,-93.168996351282,44.98179751625,"In The Garden, north wall",,0.0,,no_independent_verification
low,5,1328.1,The Anchor Coffee House,unverified,false,-93.169719014103,44.979551072007,West side of Underwood St. between Dan Patch & Carnes avenues,,0.0,,no_independent_verification
low,5,1968.1,The Blue Barn,unverified,false,-93.175668066667,44.980046834532,"At West End Market, south of History & Heritage Center",,0.0,,no_independent_verification
low,5,3448.1,The Donut Family,unverified,false,-93.177945042308,44.980583198522,At Mighty Midway,,0.0,,no_independent_verification
low,5,5836.1,The Herbivorous Butcher,unverified,false,-93.169103148718,44.979506986195,"In the Food Building, west section, south wall",,0.0,,no_independent_verification
low,5,3790.1,The Hideaway Speakeasy,unverified,false,-93.174003084615,44.981259553957,"In the Grandstand, upper level, west section",,0.0,,no_independent_verification
low,5,239.1,The Jerky Shoppe,unverified,false,-93.174590014103,44.981971783556,"In the Grandstand, lower level, west wall, row 10",,0.0,,no_independent_verification
low,5,252.1,The Peg,unverified,false,-93.169165191276,44.97906736175,Outside southeast side of Agriculture Horticulture Building,,0.0,,no_independent_verification
low,5,3101.1,The Produce Exchange,unverified,false,-93.170707179808,44.980003622913,Northwest corner of Carnes Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,9260.1,The Strawberry Patch,unverified,false,-93.174319916667,44.978623351579,West side of Liggett St. between Carnes & Judson avenues,,0.0,,no_independent_verification
low,5,1948.1,Tino's Pizza on a Stick,unverified,false,-93.17386817328,44.980287329012,South side of Carnes Ave. at Chambers St.,,0.0,,no_independent_verification
low,5,1511.1,Tom Thumb Mini Donuts,unverified,false,-93.170690246154,44.979724936709,Southwest corner of Carnes Ave. & Underwood St.,,0.0,,no_independent_verification
low,5,266.1,Tot Boss,unverified,false,-93.170129896154,44.981740759494,"East side of Underwood St. between Wright & Dan Patch avenues, south of Kidway",,0.0,,no_independent_verification
low,5,2924.1,Turkey to Go,unverified,false,-93.174377525641,44.978262135933,East side of Clough St. between Carnes & Judson avenues,,0.0,,no_independent_verification
low,5,9613.1,Two Rivers Kettle Korn,unverified,false,-93.175035267308,44.979868402748,"At West End Market, southeast section",,0.0,,no_independent_verification
low,5,5659.1,Union Hmong Kitchen,unverified,false,-93.169329396154,44.978077625899,"At the International Bazaar, south wall, west corner",,0.0,,no_independent_verification
low,5,11221.1,Urban Glow Mocktails,unverified,false,-93.168815805769,44.987328504634,"At the North End, northeast section, across from the North End Event Center",,0.0,,no_independent_verification
low,5,5609.1,Waffle Chix,unverified,false,-93.173594415385,44.977922554281,On Judson Ave. between Liggett & Clough streets,,0.0,,no_independent_verification
low,5,3549.1,Waffle Cones,unverified,false,-93.169491997436,44.983858944196,At Kidway,,0.0,,no_independent_verification
low,5,3553.1,Walleye On a Stick,unverified,false,-93.170935754503,44.979341423154,"In the Food Building, southeast center section",,0.0,,no_independent_verification
low,5,3567.1,West End Creamery,unverified,false,-93.177867692667,44.982321192342,"At West End Market, northwest section",,0.0,,no_independent_verification
low,5,1286.1,West Indies Soul Food,unverified,false,-93.167824609615,44.978695544365,"At the International Bazaar, south wall",,0.0,,no_independent_verification
low,5,4872.1,Westmoreland Concessions,unverified,false,-93.177864078205,44.981119307408,At Mighty Midway,,0.0,,no_independent_verification
low,5,10572.1,Wild Rice Specialties,unverified,false,-93.170024120435,44.981123259354,"In the Food Building, northeast section",,0.0,,no_independent_verification
low,5,6202.1,Wow Fudge,unverified,false,-93.167754614103,44.981460214392,"In the Merch Market, center aisle",,0.0,,no_independent_verification
low,0,215.1,Simply Nuts & More,approximate,false,-93.1745529,44.9781951,"In the Lee & Rose Warner Coliseum, east side",,,0.0,
